txn_id,item_name,qty,price
TXN-25556,Tata Tea Gold,2,188
TXN-25557,Tata Tea Gold,3,278
TXN-25558,Tur Dal Loose,2,87
TXN-25559,Cardamom 100g,3,33
TXN-25560,Aashirvaad Atta 5kg,4,434
TXN-25561,Lux Soap,2,249
TXN-25562,Tata Tea Gold,4,338
TXN-25563,Tur Dal Loose,4,330
TXN-25564,Tata Tea Gold,5,205
TXN-25565,Cardamom 100g,4,259
TXN-25566,Tata Tea Gold,1,475
TXN-25567,Tur Dal Loose,2,182
TXN-25568,Tur Dal Loose,4,344
TXN-25569,Lux Soap,2,406
TXN-25570,Tur Dal Loose,4,189
TXN-25571,Sugar 1kg,5,384
TXN-25572,Tata Tea Gold,1,225
TXN-25573,Sugar 1kg,5,191
TXN-25574,Basmati Rice 1kg,3,98
TXN-25575,Lux Soap,5,357
TXN-25576,Sugar 1kg,2,265
TXN-25577,Cardamom 100g,1,136
TXN-25578,Basmati Rice 1kg,1,327
TXN-25579,Basmati Rice 1kg,3,217
TXN-25580,Sugar 1kg,3,387
TXN-25581,Cardamom 100g,2,444
TXN-25582,Lux Soap,5,264
TXN-25583,Sugar 1kg,2,147
TXN-25584,Basmati Rice 1kg,5,309
TXN-25585,Aashirvaad Atta 5kg,4,345
TXN-25586,Sugar 1kg,5,136
TXN-25587,Aashirvaad Atta 5kg,4,243
TXN-25588,Lux Soap,1,338
TXN-25589,Cardamom 100g,3,150
TXN-25590,Lux Soap,1,80
TXN-25591,Cardamom 100g,4,115
TXN-25592,Cardamom 100g,2,184
TXN-25593,Tata Tea Gold,5,331
TXN-25594,Basmati Rice 1kg,3,343
TXN-25595,Tur Dal Loose,4,418
TXN-25596,Sugar 1kg,1,396
TXN-25597,Tur Dal Loose,4,284
TXN-25598,Basmati Rice 1kg,5,121
TXN-25599,Tur Dal Loose,5,88
TXN-25600,Tur Dal Loose,2,240
TXN-25601,Aashirvaad Atta 5kg,1,416
TXN-25602,Sugar 1kg,3,23
TXN-25603,Tur Dal Loose,5,176
TXN-25604,Tata Tea Gold,2,426
TXN-25605,Basmati Rice 1kg,3,326
TXN-25606,Sugar 1kg,2,192
TXN-25607,Tur Dal Loose,1,105
TXN-25608,Sugar 1kg,1,48
TXN-25609,Tur Dal Loose,5,91
TXN-25610,Lux Soap,3,34
TXN-25611,Cardamom 100g,1,62
TXN-25612,Sugar 1kg,2,273
TXN-25613,Basmati Rice 1kg,3,136
TXN-25614,Cardamom 100g,5,105
TXN-25615,Lux Soap,3,437
TXN-25616,Cardamom 100g,2,462
TXN-25617,Basmati Rice 1kg,2,405
TXN-25618,Sugar 1kg,1,145
TXN-25619,Tata Tea Gold,5,124
TXN-25620,Tata Tea Gold,3,429
TXN-25621,Basmati Rice 1kg,4,239
TXN-25622,Basmati Rice 1kg,4,407
TXN-25623,Basmati Rice 1kg,2,331
TXN-25624,Basmati Rice 1kg,5,304
TXN-25625,Tata Tea Gold,1,292
TXN-25626,Basmati Rice 1kg,5,406
TXN-25627,Basmati Rice 1kg,5,383
TXN-25628,Tur Dal Loose,4,130
TXN-25629,Basmati Rice 1kg,2,181
TXN-25630,Basmati Rice 1kg,5,122
TXN-25631,Lux Soap,4,153
TXN-25632,Cardamom 100g,3,144
TXN-25633,Tur Dal Loose,3,292
TXN-25634,Aashirvaad Atta 5kg,5,306
TXN-25635,Cardamom 100g,1,140
TXN-25636,Aashirvaad Atta 5kg,3,110
TXN-25637,Aashirvaad Atta 5kg,1,279
TXN-25638,Lux Soap,2,190
TXN-25639,Aashirvaad Atta 5kg,2,379
TXN-25640,Tur Dal Loose,2,160
TXN-25641,Basmati Rice 1kg,3,203
TXN-25642,Sugar 1kg,1,232
TXN-25643,Aashirvaad Atta 5kg,5,388
TXN-25644,Tata Tea Gold,3,150
TXN-25645,Aashirvaad Atta 5kg,3,441
TXN-25646,Tur Dal Loose,1,120
TXN-25647,Sugar 1kg,1,73
TXN-25648,Lux Soap,4,180
TXN-25649,Tata Tea Gold,1,146
TXN-25650,Aashirvaad Atta 5kg,4,377
TXN-25651,Lux Soap,4,85
TXN-25652,Tur Dal Loose,5,489
TXN-25653,Basmati Rice 1kg,4,206
TXN-25654,Lux Soap,4,417
TXN-25655,Tata Tea Gold,3,272
TXN-25656,Lux Soap,1,199
TXN-25657,Tata Tea Gold,3,378
TXN-25658,Tata Tea Gold,3,335
TXN-25659,Tata Tea Gold,2,398
TXN-25660,Sugar 1kg,2,288
TXN-25661,Lux Soap,4,84
TXN-25662,Aashirvaad Atta 5kg,1,111
TXN-25663,Sugar 1kg,4,476
TXN-25664,Cardamom 100g,5,112
TXN-25665,Aashirvaad Atta 5kg,1,311
TXN-25666,Tata Tea Gold,4,462
TXN-25667,Tata Tea Gold,3,405
TXN-25668,Lux Soap,2,489
TXN-25669,Sugar 1kg,1,206
TXN-25670,Basmati Rice 1kg,5,279
TXN-25671,Basmati Rice 1kg,1,219
TXN-25672,Cardamom 100g,4,34
TXN-25673,Sugar 1kg,1,366
TXN-25674,Aashirvaad Atta 5kg,2,432
TXN-25675,Lux Soap,5,418
TXN-25676,Aashirvaad Atta 5kg,2,342
TXN-25677,Sugar 1kg,2,22
TXN-25678,Tata Tea Gold,2,34
TXN-25679,Tata Tea Gold,5,460
TXN-25680,Cardamom 100g,4,150
TXN-25681,Aashirvaad Atta 5kg,4,73
TXN-25682,Tur Dal Loose,3,326
TXN-25683,Sugar 1kg,1,32
TXN-25684,Basmati Rice 1kg,1,420
TXN-25685,Tata Tea Gold,4,92
TXN-25686,Sugar 1kg,2,105
TXN-25687,Lux Soap,5,433
TXN-25688,Tata Tea Gold,1,22
TXN-25689,Aashirvaad Atta 5kg,5,43
TXN-25690,Basmati Rice 1kg,3,208
TXN-25691,Lux Soap,3,454
TXN-25692,Tur Dal Loose,3,23
TXN-25693,Aashirvaad Atta 5kg,2,233
TXN-25694,Basmati Rice 1kg,3,94
TXN-25695,Tata Tea Gold,5,313
TXN-25696,Tata Tea Gold,1,270
TXN-25697,Aashirvaad Atta 5kg,3,404
TXN-25698,Tata Tea Gold,5,327
TXN-25699,Cardamom 100g,2,440
TXN-25700,Tata Tea Gold,2,401
TXN-25701,Basmati Rice 1kg,3,480
TXN-25702,Tata Tea Gold,5,87
TXN-25703,Basmati Rice 1kg,5,153
TXN-25704,Cardamom 100g,4,471
TXN-25705,Lux Soap,2,402
TXN-25706,Tur Dal Loose,2,342
TXN-25707,Sugar 1kg,3,283
TXN-25708,Lux Soap,3,422
TXN-25709,Aashirvaad Atta 5kg,2,236
TXN-25710,Tata Tea Gold,3,396
TXN-25711,Basmati Rice 1kg,3,460
TXN-25712,Tur Dal Loose,3,451
TXN-25713,Basmati Rice 1kg,4,272
TXN-25714,Aashirvaad Atta 5kg,1,272
TXN-25715,Sugar 1kg,5,337
TXN-25716,Lux Soap,5,38
TXN-25717,Lux Soap,1,392
TXN-25718,Lux Soap,5,276
TXN-25719,Tata Tea Gold,4,231
TXN-25720,Sugar 1kg,1,443
TXN-25721,Cardamom 100g,4,110
TXN-25722,Aashirvaad Atta 5kg,1,222
TXN-25723,Basmati Rice 1kg,4,277
TXN-25724,Sugar 1kg,1,107
TXN-25725,Lux Soap,2,131
TXN-25726,Tur Dal Loose,4,377
TXN-25727,Cardamom 100g,1,241
TXN-25728,Tata Tea Gold,2,293
TXN-25729,Basmati Rice 1kg,4,343
TXN-25730,Tur Dal Loose,3,268
TXN-25731,Sugar 1kg,5,37
TXN-25732,Aashirvaad Atta 5kg,3,461
TXN-25733,Sugar 1kg,1,302
TXN-25734,Sugar 1kg,4,219
TXN-25735,Cardamom 100g,1,298
TXN-25736,Tur Dal Loose,4,489
TXN-25737,Basmati Rice 1kg,5,91
TXN-25738,Tata Tea Gold,5,281
TXN-25739,Tur Dal Loose,4,375
TXN-25740,Lux Soap,5,323
TXN-25741,Tur Dal Loose,2,66
TXN-25742,Sugar 1kg,5,221
TXN-25743,Tur Dal Loose,1,286
TXN-25744,Lux Soap,3,325
TXN-25745,Sugar 1kg,2,26
TXN-25746,Cardamom 100g,5,105
TXN-25747,Sugar 1kg,3,36
TXN-25748,Lux Soap,2,293
TXN-25749,Tur Dal Loose,1,105
TXN-25750,Aashirvaad Atta 5kg,5,71
TXN-25751,Cardamom 100g,4,331
TXN-25752,Lux Soap,1,30
TXN-25753,Tur Dal Loose,3,276
TXN-25754,Cardamom 100g,4,453
TXN-25755,Aashirvaad Atta 5kg,2,490
TXN-25756,Aashirvaad Atta 5kg,5,315
TXN-25757,Cardamom 100g,3,233
TXN-25758,Basmati Rice 1kg,4,289
TXN-25759,Cardamom 100g,4,363
TXN-25760,Tata Tea Gold,4,419
TXN-25761,Cardamom 100g,4,385
TXN-25762,Aashirvaad Atta 5kg,5,94
TXN-25763,Tur Dal Loose,2,150
TXN-25764,Aashirvaad Atta 5kg,2,77
TXN-25765,Aashirvaad Atta 5kg,4,313
TXN-25766,Aashirvaad Atta 5kg,5,473
TXN-25767,Sugar 1kg,5,426
TXN-25768,Tata Tea Gold,2,182
TXN-25769,Aashirvaad Atta 5kg,3,346
TXN-25770,Aashirvaad Atta 5kg,2,219
TXN-25771,Cardamom 100g,2,322
TXN-25772,Aashirvaad Atta 5kg,5,233
TXN-25773,Tur Dal Loose,1,106
TXN-25774,Tur Dal Loose,4,400
TXN-25775,Basmati Rice 1kg,4,356
TXN-25776,Sugar 1kg,3,243
TXN-25777,Sugar 1kg,5,137
TXN-25778,Basmati Rice 1kg,5,264
TXN-25779,Aashirvaad Atta 5kg,1,82
TXN-25780,Lux Soap,1,499
TXN-25781,Tur Dal Loose,4,488
TXN-25782,Lux Soap,2,486
TXN-25783,Lux Soap,4,382
TXN-25784,Basmati Rice 1kg,1,305
TXN-25785,Basmati Rice 1kg,5,351
TXN-25786,Lux Soap,4,315
TXN-25787,Cardamom 100g,3,236
TXN-25788,Lux Soap,3,133
TXN-25789,Aashirvaad Atta 5kg,1,166
TXN-25790,Lux Soap,3,299
TXN-25791,Basmati Rice 1kg,4,367
TXN-25792,Tata Tea Gold,3,434
TXN-25793,Cardamom 100g,1,127
TXN-25794,Tata Tea Gold,2,249
TXN-25795,Tata Tea Gold,3,70
TXN-25796,Basmati Rice 1kg,3,462
TXN-25797,Sugar 1kg,2,152
TXN-25798,Lux Soap,4,344
TXN-25799,Tata Tea Gold,3,472
TXN-25800,Lux Soap,1,421
TXN-25801,Tur Dal Loose,3,238
TXN-25802,Sugar 1kg,3,365
TXN-25803,Lux Soap,3,264
TXN-25804,Lux Soap,1,337
TXN-25805,Lux Soap,5,459
TXN-25806,Aashirvaad Atta 5kg,4,363
TXN-25807,Lux Soap,4,269
TXN-25808,Tata Tea Gold,3,186
TXN-25809,Tur Dal Loose,5,405
TXN-25810,Cardamom 100g,2,81
TXN-25811,Sugar 1kg,3,249
TXN-25812,Tata Tea Gold,2,211
TXN-25813,Sugar 1kg,4,57
TXN-25814,Aashirvaad Atta 5kg,1,75
TXN-25815,Tur Dal Loose,1,161
TXN-25816,Cardamom 100g,5,297
TXN-25817,Lux Soap,5,141
TXN-25818,Tata Tea Gold,4,140
TXN-25819,Lux Soap,4,205
TXN-25820,Tur Dal Loose,1,485
TXN-25821,Lux Soap,2,438
TXN-25822,Cardamom 100g,3,459
TXN-25823,Sugar 1kg,1,46
TXN-25824,Sugar 1kg,5,413
TXN-25825,Cardamom 100g,4,416
TXN-25826,Lux Soap,3,340
TXN-25827,Sugar 1kg,2,179
TXN-25828,Tata Tea Gold,1,145
TXN-25829,Lux Soap,3,416
TXN-25830,Aashirvaad Atta 5kg,1,57
TXN-25831,Cardamom 100g,5,260
TXN-25832,Aashirvaad Atta 5kg,2,438
TXN-25833,Aashirvaad Atta 5kg,1,465
TXN-25834,Aashirvaad Atta 5kg,4,111
TXN-25835,Sugar 1kg,3,171
TXN-25836,Tur Dal Loose,4,341
TXN-25837,Tata Tea Gold,4,416
TXN-25838,Cardamom 100g,4,414
TXN-25839,Basmati Rice 1kg,2,62
TXN-25840,Sugar 1kg,3,170
TXN-25841,Lux Soap,2,102
TXN-25842,Aashirvaad Atta 5kg,4,252
TXN-25843,Basmati Rice 1kg,1,353
TXN-25844,Tur Dal Loose,2,141
TXN-25845,Basmati Rice 1kg,2,438
TXN-25846,Tur Dal Loose,3,244
TXN-25847,Basmati Rice 1kg,5,445
TXN-25848,Sugar 1kg,4,316
TXN-25849,Cardamom 100g,3,24
TXN-25850,Tur Dal Loose,5,486
TXN-25851,Basmati Rice 1kg,3,91
TXN-25852,Sugar 1kg,2,491
TXN-25853,Cardamom 100g,2,258
TXN-25854,Tur Dal Loose,2,195
TXN-25855,Tur Dal Loose,2,309
TXN-25856,Tur Dal Loose,2,384
TXN-25857,Sugar 1kg,3,212
TXN-25858,Tata Tea Gold,4,326
TXN-25859,Aashirvaad Atta 5kg,4,22
TXN-25860,Tata Tea Gold,4,261
TXN-25861,Basmati Rice 1kg,5,160
TXN-25862,Aashirvaad Atta 5kg,3,196
TXN-25863,Cardamom 100g,5,239
TXN-25864,Tur Dal Loose,1,371
TXN-25865,Lux Soap,2,463
TXN-25866,Lux Soap,1,102
TXN-25867,Tur Dal Loose,5,126
TXN-25868,Tur Dal Loose,2,393
TXN-25869,Tata Tea Gold,4,156
TXN-25870,Basmati Rice 1kg,1,492
TXN-25871,Aashirvaad Atta 5kg,2,402
TXN-25872,Tata Tea Gold,3,211
TXN-25873,Cardamom 100g,3,387
TXN-25874,Cardamom 100g,1,431
TXN-25875,Tata Tea Gold,3,89
TXN-25876,Tur Dal Loose,1,83
TXN-25877,Tur Dal Loose,3,463
TXN-25878,Aashirvaad Atta 5kg,3,162
TXN-25879,Cardamom 100g,3,308
TXN-25880,Sugar 1kg,5,177
TXN-25881,Cardamom 100g,5,133
TXN-25882,Tur Dal Loose,4,235
TXN-25883,Cardamom 100g,3,460
TXN-25884,Lux Soap,3,261
TXN-25885,Aashirvaad Atta 5kg,3,166
TXN-25886,Sugar 1kg,5,77
TXN-25887,Cardamom 100g,4,453
TXN-25888,Tur Dal Loose,2,150
TXN-25889,Tur Dal Loose,1,190
TXN-25890,Sugar 1kg,3,458
TXN-25891,Tata Tea Gold,3,276
TXN-25892,Basmati Rice 1kg,1,75
TXN-25893,Aashirvaad Atta 5kg,2,164
TXN-25894,Lux Soap,1,333
TXN-25895,Basmati Rice 1kg,5,245
TXN-25896,Aashirvaad Atta 5kg,4,38
TXN-25897,Cardamom 100g,1,95
TXN-25898,Lux Soap,2,89
TXN-25899,Tata Tea Gold,3,403
TXN-25900,Tata Tea Gold,3,238
TXN-25901,Sugar 1kg,3,88
TXN-25902,Cardamom 100g,5,323
TXN-25903,Lux Soap,1,152
TXN-25904,Aashirvaad Atta 5kg,3,316
TXN-25905,Tur Dal Loose,4,181
TXN-25906,Aashirvaad Atta 5kg,1,133
TXN-25907,Sugar 1kg,5,42
TXN-25908,Lux Soap,1,441
TXN-25909,Lux Soap,4,147
TXN-25910,Lux Soap,1,234
TXN-25911,Tur Dal Loose,3,421
TXN-25912,Sugar 1kg,3,153
TXN-25913,Aashirvaad Atta 5kg,5,66
TXN-25914,Cardamom 100g,2,163
TXN-25915,Aashirvaad Atta 5kg,4,320
TXN-25916,Cardamom 100g,4,492
TXN-25917,Sugar 1kg,4,25
TXN-25918,Cardamom 100g,3,111
TXN-25919,Cardamom 100g,1,346
TXN-25920,Sugar 1kg,5,244
TXN-25921,Cardamom 100g,5,418
TXN-25922,Cardamom 100g,1,437
TXN-25923,Tata Tea Gold,5,53
TXN-25924,Lux Soap,2,314
TXN-25925,Aashirvaad Atta 5kg,5,65
TXN-25926,Aashirvaad Atta 5kg,1,315
TXN-25927,Cardamom 100g,2,298
TXN-25928,Sugar 1kg,2,353
TXN-25929,Sugar 1kg,5,132
TXN-25930,Tur Dal Loose,4,92
TXN-25931,Aashirvaad Atta 5kg,1,469
TXN-25932,Lux Soap,2,222
TXN-25933,Cardamom 100g,4,114
TXN-25934,Lux Soap,5,149
TXN-25935,Aashirvaad Atta 5kg,2,171
TXN-25936,Tur Dal Loose,1,303
TXN-25937,Cardamom 100g,5,359
TXN-25938,Tur Dal Loose,2,306
TXN-25939,Sugar 1kg,1,294
TXN-25940,Tata Tea Gold,4,181
TXN-25941,Aashirvaad Atta 5kg,3,418
TXN-25942,Tur Dal Loose,1,277
TXN-25943,Tata Tea Gold,2,45
TXN-25944,Basmati Rice 1kg,2,25
TXN-25945,Sugar 1kg,1,69
TXN-25946,Cardamom 100g,1,55
TXN-25947,Cardamom 100g,4,138
TXN-25948,Sugar 1kg,2,381
TXN-25949,Tur Dal Loose,5,311
TXN-25950,Cardamom 100g,4,128
TXN-25951,Cardamom 100g,2,482
TXN-25952,Sugar 1kg,2,289
TXN-25953,Tata Tea Gold,3,495
TXN-25954,Lux Soap,4,250
TXN-25955,Basmati Rice 1kg,4,189
TXN-25956,Tata Tea Gold,4,67
TXN-25957,Lux Soap,1,187
TXN-25958,Aashirvaad Atta 5kg,3,157
TXN-25959,Cardamom 100g,2,477
TXN-25960,Basmati Rice 1kg,4,160
TXN-25961,Cardamom 100g,1,52
TXN-25962,Sugar 1kg,5,146
TXN-25963,Basmati Rice 1kg,4,65
TXN-25964,Basmati Rice 1kg,1,114
TXN-25965,Tur Dal Loose,4,178
TXN-25966,Tata Tea Gold,4,142
TXN-25967,Tata Tea Gold,1,143
TXN-25968,Lux Soap,4,335
TXN-25969,Sugar 1kg,1,122
TXN-25970,Cardamom 100g,3,477
TXN-25971,Tur Dal Loose,2,465
TXN-25972,Basmati Rice 1kg,4,469
TXN-25973,Tata Tea Gold,3,319
TXN-25974,Basmati Rice 1kg,5,345
TXN-25975,Tata Tea Gold,4,48
TXN-25976,Basmati Rice 1kg,2,120
TXN-25977,Tata Tea Gold,3,488
TXN-25978,Cardamom 100g,2,344
TXN-25979,Basmati Rice 1kg,3,175
TXN-25980,Lux Soap,5,322
TXN-25981,Tata Tea Gold,4,269
TXN-25982,Tur Dal Loose,1,70
TXN-25983,Basmati Rice 1kg,4,296
TXN-25984,Aashirvaad Atta 5kg,5,192
TXN-25985,Tur Dal Loose,5,53
TXN-25986,Sugar 1kg,5,204
TXN-25987,Tata Tea Gold,1,362
TXN-25988,Cardamom 100g,4,278
TXN-25989,Cardamom 100g,3,313
TXN-25990,Tur Dal Loose,1,26
TXN-25991,Sugar 1kg,2,410
TXN-25992,Basmati Rice 1kg,4,334
TXN-25993,Tata Tea Gold,2,33
TXN-25994,Sugar 1kg,4,23
TXN-25995,Cardamom 100g,3,127
TXN-25996,Tur Dal Loose,5,246
TXN-25997,Lux Soap,3,467
TXN-25998,Cardamom 100g,4,342
TXN-25999,Aashirvaad Atta 5kg,1,398
TXN-26000,Lux Soap,1,360
TXN-26001,Cardamom 100g,5,187
TXN-26002,Tata Tea Gold,5,440
TXN-26003,Basmati Rice 1kg,5,306
TXN-26004,Aashirvaad Atta 5kg,1,278
TXN-26005,Tata Tea Gold,1,391
TXN-26006,Tur Dal Loose,2,266
TXN-26007,Aashirvaad Atta 5kg,5,36
TXN-26008,Tur Dal Loose,5,355
TXN-26009,Aashirvaad Atta 5kg,5,282
TXN-26010,Cardamom 100g,2,65
TXN-26011,Cardamom 100g,4,147
TXN-26012,Cardamom 100g,3,255
TXN-26013,Aashirvaad Atta 5kg,5,89
TXN-26014,Aashirvaad Atta 5kg,5,257
TXN-26015,Tata Tea Gold,3,213
TXN-26016,Tur Dal Loose,4,155
TXN-26017,Lux Soap,5,211
TXN-26018,Tur Dal Loose,4,100
TXN-26019,Cardamom 100g,3,235
TXN-26020,Sugar 1kg,4,378
TXN-26021,Basmati Rice 1kg,2,287
TXN-26022,Tur Dal Loose,4,164
TXN-26023,Lux Soap,2,337
TXN-26024,Cardamom 100g,3,330
TXN-26025,Cardamom 100g,1,471
TXN-26026,Basmati Rice 1kg,4,75
TXN-26027,Lux Soap,3,239
TXN-26028,Tur Dal Loose,5,489
TXN-26029,Lux Soap,3,369
TXN-26030,Sugar 1kg,4,259
TXN-26031,Lux Soap,4,442
TXN-26032,Aashirvaad Atta 5kg,5,446
TXN-26033,Lux Soap,2,255
TXN-26034,Sugar 1kg,5,92
TXN-26035,Sugar 1kg,1,285
TXN-26036,Lux Soap,5,33
TXN-26037,Sugar 1kg,3,301
TXN-26038,Tur Dal Loose,4,360
TXN-26039,Tata Tea Gold,3,195
TXN-26040,Cardamom 100g,3,196
TXN-26041,Sugar 1kg,4,295
TXN-26042,Sugar 1kg,3,419
TXN-26043,Lux Soap,5,407
TXN-26044,Lux Soap,1,376
TXN-26045,Tata Tea Gold,5,125
TXN-26046,Basmati Rice 1kg,2,274
TXN-26047,Tata Tea Gold,3,278
TXN-26048,Sugar 1kg,4,205
TXN-26049,Tur Dal Loose,5,312
TXN-26050,Lux Soap,4,461
TXN-26051,Cardamom 100g,1,122
TXN-26052,Sugar 1kg,1,49
TXN-26053,Tur Dal Loose,2,282
TXN-26054,Sugar 1kg,5,83
TXN-26055,Sugar 1kg,3,231
TXN-26056,Aashirvaad Atta 5kg,4,122
TXN-26057,Aashirvaad Atta 5kg,3,419
TXN-26058,Cardamom 100g,3,170
TXN-26059,Aashirvaad Atta 5kg,1,20
TXN-26060,Tur Dal Loose,5,240
TXN-26061,Sugar 1kg,1,232
TXN-26062,Lux Soap,2,299
TXN-26063,Cardamom 100g,5,275
TXN-26064,Cardamom 100g,3,317
TXN-26065,Tata Tea Gold,2,100
TXN-26066,Aashirvaad Atta 5kg,5,147
TXN-26067,Tur Dal Loose,4,289
TXN-26068,Aashirvaad Atta 5kg,5,81
TXN-26069,Basmati Rice 1kg,3,319
TXN-26070,Cardamom 100g,1,30
TXN-26071,Sugar 1kg,3,346
TXN-26072,Tur Dal Loose,3,458
TXN-26073,Tur Dal Loose,5,356
TXN-26074,Lux Soap,2,449
TXN-26075,Sugar 1kg,1,408
TXN-26076,Lux Soap,4,204
TXN-26077,Sugar 1kg,2,496
TXN-26078,Cardamom 100g,2,160
TXN-26079,Basmati Rice 1kg,4,76
TXN-26080,Tur Dal Loose,3,242
TXN-26081,Tata Tea Gold,5,241
TXN-26082,Basmati Rice 1kg,4,209
TXN-26083,Basmati Rice 1kg,4,166
TXN-26084,Aashirvaad Atta 5kg,5,167
TXN-26085,Basmati Rice 1kg,5,289
TXN-26086,Aashirvaad Atta 5kg,3,152
TXN-26087,Basmati Rice 1kg,4,397
TXN-26088,Basmati Rice 1kg,1,449
TXN-26089,Tur Dal Loose,5,108
TXN-26090,Sugar 1kg,1,432
TXN-26091,Cardamom 100g,4,361
TXN-26092,Tata Tea Gold,5,402
TXN-26093,Tur Dal Loose,1,478
TXN-26094,Tata Tea Gold,3,97
TXN-26095,Lux Soap,5,345
TXN-26096,Lux Soap,2,312
TXN-26097,Tata Tea Gold,1,67
TXN-26098,Basmati Rice 1kg,3,340
TXN-26099,Aashirvaad Atta 5kg,3,86
TXN-26100,Tata Tea Gold,5,490
TXN-26101,Sugar 1kg,4,496
TXN-26102,Cardamom 100g,3,447
TXN-26103,Cardamom 100g,2,336
TXN-26104,Aashirvaad Atta 5kg,2,101
TXN-26105,Cardamom 100g,2,260
TXN-26106,Basmati Rice 1kg,1,124
TXN-26107,Basmati Rice 1kg,4,236
TXN-26108,Tata Tea Gold,1,304
TXN-26109,Tata Tea Gold,2,451
TXN-26110,Lux Soap,3,344
TXN-26111,Lux Soap,5,73
TXN-26112,Tata Tea Gold,3,67
TXN-26113,Tata Tea Gold,1,331
TXN-26114,Aashirvaad Atta 5kg,5,316
TXN-26115,Sugar 1kg,4,59
TXN-26116,Cardamom 100g,1,328
TXN-26117,Aashirvaad Atta 5kg,3,307
TXN-26118,Basmati Rice 1kg,2,155
TXN-26119,Sugar 1kg,5,417
TXN-26120,Tur Dal Loose,2,476
TXN-26121,Tata Tea Gold,5,225
TXN-26122,Cardamom 100g,5,119
TXN-26123,Tur Dal Loose,4,362
TXN-26124,Sugar 1kg,1,423
TXN-26125,Aashirvaad Atta 5kg,4,270
TXN-26126,Tata Tea Gold,3,31
TXN-26127,Tur Dal Loose,5,215
TXN-26128,Sugar 1kg,4,103
TXN-26129,Cardamom 100g,3,38
TXN-26130,Aashirvaad Atta 5kg,1,50
TXN-26131,Tur Dal Loose,4,466
TXN-26132,Sugar 1kg,2,226
TXN-26133,Sugar 1kg,5,87
TXN-26134,Tata Tea Gold,1,297
TXN-26135,Sugar 1kg,1,233
TXN-26136,Tata Tea Gold,5,310
TXN-26137,Tur Dal Loose,5,263
TXN-26138,Lux Soap,4,262
TXN-26139,Sugar 1kg,4,80
TXN-26140,Tur Dal Loose,1,205
TXN-26141,Basmati Rice 1kg,1,341
TXN-26142,Tata Tea Gold,3,135
TXN-26143,Tur Dal Loose,4,435
TXN-26144,Tata Tea Gold,2,175
TXN-26145,Tur Dal Loose,1,287
TXN-26146,Tur Dal Loose,3,270
TXN-26147,Sugar 1kg,1,452
TXN-26148,Aashirvaad Atta 5kg,3,280
TXN-26149,Tata Tea Gold,4,106
TXN-26150,Lux Soap,2,419
TXN-26151,Aashirvaad Atta 5kg,5,435
TXN-26152,Cardamom 100g,4,124
TXN-26153,Aashirvaad Atta 5kg,1,92
TXN-26154,Tata Tea Gold,1,158
TXN-26155,Aashirvaad Atta 5kg,4,305
TXN-26156,Tata Tea Gold,2,484
TXN-26157,Cardamom 100g,1,252
TXN-26158,Tur Dal Loose,5,469
TXN-26159,Cardamom 100g,1,266
TXN-26160,Tur Dal Loose,2,249
TXN-26161,Aashirvaad Atta 5kg,1,380
TXN-26162,Sugar 1kg,4,377
TXN-26163,Lux Soap,2,106
TXN-26164,Sugar 1kg,4,302
TXN-26165,Tur Dal Loose,1,370
TXN-26166,Lux Soap,1,245
TXN-26167,Sugar 1kg,1,323
TXN-26168,Sugar 1kg,1,48
TXN-26169,Lux Soap,2,263
TXN-26170,Cardamom 100g,2,196
TXN-26171,Basmati Rice 1kg,1,68
TXN-26172,Basmati Rice 1kg,3,138
TXN-26173,Sugar 1kg,3,291
TXN-26174,Lux Soap,1,221
TXN-26175,Lux Soap,3,102
TXN-26176,Lux Soap,1,489
TXN-26177,Cardamom 100g,4,158
TXN-26178,Basmati Rice 1kg,1,384
TXN-26179,Tata Tea Gold,3,190
TXN-26180,Basmati Rice 1kg,2,175
TXN-26181,Aashirvaad Atta 5kg,5,156
TXN-26182,Cardamom 100g,1,496
TXN-26183,Tur Dal Loose,5,288
TXN-26184,Basmati Rice 1kg,3,149
TXN-26185,Aashirvaad Atta 5kg,5,492
TXN-26186,Cardamom 100g,4,413
TXN-26187,Aashirvaad Atta 5kg,5,158
TXN-26188,Tata Tea Gold,3,290
TXN-26189,Tata Tea Gold,5,136
TXN-26190,Aashirvaad Atta 5kg,3,67
TXN-26191,Lux Soap,4,447
TXN-26192,Tur Dal Loose,5,418
TXN-26193,Aashirvaad Atta 5kg,1,52
TXN-26194,Aashirvaad Atta 5kg,3,222
TXN-26195,Sugar 1kg,1,111
TXN-26196,Sugar 1kg,1,227
TXN-26197,Tata Tea Gold,3,395
TXN-26198,Lux Soap,2,78
TXN-26199,Cardamom 100g,2,199
TXN-26200,Lux Soap,1,229
TXN-26201,Lux Soap,2,306
TXN-26202,Aashirvaad Atta 5kg,2,460
TXN-26203,Tata Tea Gold,3,381
TXN-26204,Tur Dal Loose,1,448
TXN-26205,Lux Soap,1,178
TXN-26206,Cardamom 100g,3,247
TXN-26207,Tata Tea Gold,4,91
TXN-26208,Aashirvaad Atta 5kg,2,329
TXN-26209,Tur Dal Loose,4,424
TXN-26210,Tur Dal Loose,4,57
TXN-26211,Lux Soap,3,413
TXN-26212,Sugar 1kg,2,314
TXN-26213,Lux Soap,4,477
TXN-26214,Tur Dal Loose,3,303
